docente,titulo,revista,año,volumen,paginas,autores
ARIAS LONDONO JULIAN DAVID,Preface,Communications in Computer and Information Science,2019,1096 CCIS,v,"Orjuela-Cañón, A.D. and Arias-Londoño, J.D. and Figueroa-García, J.C."
